food_id,state,food_class,food_name,portion_size_g,calories,protein_g,carbs_g,fat_g,is_veg,cooking_method,image_path
2597,Punjab,curry,butter_chicken,250,610.15,36.35,16.15,43.0,nonveg,gravy,images/butter_chicken_2597.jpg
2598,Punjab,curry,butter_chicken,208,488.24,32.08,12.13,34.54,nonveg,gravy,images/butter_chicken_2598.jpg
2599,Maharashtra,snack,samosa,63,158.14,3.21,18.43,9.45,veg,fried,images/samosa_2599.jpg
2600,Maharashtra,snack,samosa,135,364.57,6.96,38.11,17.61,veg,fried,images/samosa_2600.jpg
2602,West Bengal,sweet,rasgulla,134,252.13,5.65,49.61,2.51,veg,syrup,images/rasgulla_2602.jpg
2603,West Bengal,sweet,rasgulla,162,273.46,6.83,56.65,3.33,veg,syrup,images/rasgulla_2603.jpg
2604,Punjab,curry,butter_chicken,151,366.15,22.06,8.44,29.01,nonveg,gravy,images/butter_chicken_2604.jpg
2605,Tamil Nadu,idli,idli,108,113.68,3.23,25.07,1.15,veg,steamed,images/idli_2605.jpg
2608,Telangana,biryani,chicken_biryani,305,577.02,21.55,77.96,24.33,nonveg,fried,images/chicken_biryani_2608.jpg
2609,Tamil Nadu,idli,idli,91,100.39,2.69,20.92,0.92,veg,steamed,images/idli_2609.jpg
2610,Tamil Nadu,idli,idli,184,201.07,5.41,43.1,1.78,veg,steamed,images/idli_2610.jpg
2611,Odisha,dal,dalma,238,299.52,11.39,45.39,7.29,veg,boiled,images/dalma_2611.jpg
2612,Odisha,sweet,chhena_poda,91,274.44,7.07,38.2,10.08,veg,baked,images/chhena_poda_2612.jpg
2613,Maharashtra,snack,samosa,74,201.68,3.46,21.12,10.4,veg,fried,images/samosa_2613.jpg
2615,Telangana,biryani,chicken_biryani,248,460.86,18.53,61.7,19.23,nonveg,fried,images/chicken_biryani_2615.jpg
2616,Telangana,biryani,veg_biryani,445,704.92,23.8,116.11,21.51,veg,fried,images/veg_biryani_2616.jpg
2617,Punjab,curry,butter_chicken,204,512.97,31.27,13.03,35.08,nonveg,gravy,images/butter_chicken_2617.jpg
2618,Odisha,dal,dalma,202,235.3,10.23,36.2,6.17,veg,boiled,images/dalma_2618.jpg
2619,West Bengal,sweet,rasgulla,50,83.18,1.92,18.88,0.96,veg,syrup,images/rasgulla_2619.jpg
2620,West Bengal,sweet,rasgulla,74,138.47,2.92,24.48,1.56,veg,syrup,images/rasgulla_2620.jpg
2621,Punjab,curry,butter_chicken,209,520.13,32.65,11.67,37.29,nonveg,gravy,images/butter_chicken_2621.jpg
2622,West Bengal,sweet,rasgulla,124,233.64,5.06,46.55,2.61,veg,syrup,images/rasgulla_2622.jpg
2624,Tamil Nadu,dosa,masala_dosa,216,357.69,8.49,60.76,12.91,veg,fried,images/masala_dosa_2624.jpg
2625,Maharashtra,snack,samosa,101,282.54,5.35,30.2,13.62,veg,fried,images/samosa_2625.jpg
2626,Maharashtra,snack,samosa,55,146.83,2.95,15.27,7.48,veg,fried,images/samosa_2626.jpg
2627,Punjab,curry,butter_chicken,247,619.87,38.13,14.66,44.69,nonveg,gravy,images/butter_chicken_2627.jpg
2628,Odisha,rice,pakhala,151,138.86,3.21,30.59,0.72,veg,fermented,images/pakhala_2628.jpg
2629,Punjab,curry,butter_chicken,260,619.19,42.03,15.68,45.03,nonveg,gravy,images/butter_chicken_2629.jpg
2630,Tamil Nadu,idli,idli,95,104.0,2.88,21.07,0.95,veg,steamed,images/idli_2630.jpg
2631,Punjab,curry,paneer_butter_masala,191,420.47,15.89,18.06,34.57,veg,gravy,images/paneer_butter_masala_2631.jpg
2633,Tamil Nadu,dosa,masala_dosa,126,201.05,5.11,39.87,7.24,veg,fried,images/masala_dosa_2633.jpg
2634,Punjab,curry,paneer_butter_masala,207,479.88,17.48,19.33,36.0,veg,gravy,images/paneer_butter_masala_2634.jpg
2636,Tamil Nadu,idli,idli,133,155.02,4.22,31.59,1.25,veg,steamed,images/idli_2636.jpg
2637,Odisha,dal,dalma,206,244.58,10.43,38.31,6.09,veg,boiled,images/dalma_2637.jpg
2638,Tamil Nadu,idli,idli,95,105.65,2.65,20.39,0.99,veg,steamed,images/idli_2638.jpg
2640,Odisha,rice,pakhala,211,196.33,4.03,41.96,1.06,veg,fermented,images/pakhala_2640.jpg
2641,Punjab,curry,butter_chicken,295,729.09,44.6,18.28,55.55,nonveg,gravy,images/butter_chicken_2641.jpg
2642,West Bengal,sweet,rasgulla,101,196.27,4.21,34.7,1.94,veg,syrup,images/rasgulla_2642.jpg
2643,West Bengal,sweet,rasgulla,131,234.24,5.52,43.04,2.44,veg,syrup,images/rasgulla_2643.jpg
2644,West Bengal,sweet,rasgulla,125,227.1,5.34,40.68,2.65,veg,syrup,images/rasgulla_2644.jpg
2646,Tamil Nadu,idli,idli,160,169.22,4.75,33.73,1.52,veg,steamed,images/idli_2646.jpg
2647,West Bengal,sweet,rasgulla,70,119.75,2.93,25.46,1.38,veg,syrup,images/rasgulla_2647.jpg
2648,Tamil Nadu,idli,idli,97,99.43,3.11,21.79,0.91,veg,steamed,images/idli_2648.jpg
2649,Tamil Nadu,idli,idli,152,165.01,4.84,32.27,1.57,veg,steamed,images/idli_2649.jpg
2650,Telangana,biryani,veg_biryani,228,350.37,12.19,59.66,10.98,veg,fried,images/veg_biryani_2650.jpg
2651,West Bengal,sweet,rasgulla,72,138.52,3.08,23.59,1.49,veg,syrup,images/rasgulla_2651.jpg
2652,West Bengal,sweet,rasgulla,195,351.18,7.83,68.39,3.73,veg,syrup,images/rasgulla_2652.jpg
2655,West Bengal,sweet,rasgulla,101,191.45,4.32,33.74,2.1,veg,syrup,images/rasgulla_2655.jpg
2656,West Bengal,sweet,rasgulla,65,110.05,2.69,23.61,1.25,veg,syrup,images/rasgulla_2656.jpg
2657,West Bengal,sweet,rasgulla,83,143.71,3.35,28.76,1.63,veg,syrup,images/rasgulla_2657.jpg
2658,Tamil Nadu,idli,idli,110,119.36,3.56,23.5,1.19,veg,steamed,images/idli_2658.jpg
2659,Maharashtra,snack,samosa,57,156.67,3.05,18.44,8.08,veg,fried,images/samosa_2659.jpg
2662,West Bengal,sweet,rasgulla,178,333.16,7.01,60.87,3.6,veg,syrup,images/rasgulla_2662.jpg
2663,Tamil Nadu,idli,idli,89,98.24,2.58,18.35,0.88,veg,steamed,images/idli_2663.jpg
2664,Maharashtra,snack,samosa,75,184.19,3.9,23.49,11.08,veg,fried,images/samosa_2664.jpg
2665,Punjab,curry,paneer_butter_masala,212,477.77,17.3,20.01,37.01,veg,gravy,images/paneer_butter_masala_2665.jpg
2666,Maharashtra,snack,samosa,147,358.94,7.26,45.2,20.91,veg,fried,images/samosa_2666.jpg
2667,Punjab,curry,butter_chicken,185,444.18,29.59,11.02,34.36,nonveg,gravy,images/butter_chicken_2667.jpg
2668,Maharashtra,snack,samosa,127,347.48,6.24,35.4,19.07,veg,fried,images/samosa_2668.jpg
2669,Odisha,dal,dalma,208,230.92,10.79,40.41,6.21,veg,boiled,images/dalma_2669.jpg
2670,Maharashtra,snack,samosa,57,157.82,2.74,18.0,7.97,veg,fried,images/samosa_2670.jpg
2671,Maharashtra,snack,samosa,122,305.72,5.77,38.22,17.14,veg,fried,images/samosa_2671.jpg
2672,Tamil Nadu,idli,idli,168,184.37,5.31,36.54,1.77,veg,steamed,images/idli_2672.jpg
2674,Maharashtra,snack,samosa,60,157.61,3.01,16.82,8.66,veg,fried,images/samosa_2674.jpg
2675,West Bengal,sweet,rasgulla,155,273.43,6.67,53.68,3.24,veg,syrup,images/rasgulla_2675.jpg
2676,Maharashtra,snack,samosa,135,357.79,6.31,41.12,19.94,veg,fried,images/samosa_2676.jpg
2677,Tamil Nadu,dosa,masala_dosa,203,357.68,7.84,58.52,12.87,veg,fried,images/masala_dosa_2677.jpg
2678,Tamil Nadu,idli,idli,137,151.28,4.36,29.29,1.47,veg,steamed,images/idli_2678.jpg
2683,Punjab,curry,butter_chicken,296,725.14,44.29,16.71,50.4,nonveg,gravy,images/butter_chicken_2683.jpg
2684,Telangana,biryani,chicken_biryani,312,597.06,22.3,72.0,24.17,nonveg,fried,images/chicken_biryani_2684.jpg
2686,Tamil Nadu,dosa,masala_dosa,135,228.83,5.6,39.08,8.16,veg,fried,images/masala_dosa_2686.jpg
2688,Tamil Nadu,dosa,masala_dosa,151,274.33,6.41,46.44,9.4,veg,fried,images/masala_dosa_2688.jpg
2689,Odisha,sweet,chhena_poda,169,578.42,13.34,72.4,21.58,veg,baked,images/chhena_poda_2689.jpg
2690,Maharashtra,snack,samosa,63,166.57,3.34,19.41,9.33,veg,fried,images/samosa_2690.jpg
2691,Maharashtra,snack,samosa,63,172.35,3.19,19.82,8.44,veg,fried,images/samosa_2691.jpg
2692,Tamil Nadu,idli,idli,149,155.51,4.65,30.39,1.43,veg,steamed,images/idli_2692.jpg
2693,Punjab,curry,butter_chicken,255,633.16,39.54,15.72,49.33,nonveg,gravy,images/butter_chicken_2693.jpg
2694,Punjab,curry,paneer_butter_masala,289,671.06,22.48,27.23,48.45,veg,gravy,images/paneer_butter_masala_2694.jpg
2695,Odisha,sweet,chhena_poda,111,358.67,9.18,46.27,13.17,veg,baked,images/chhena_poda_2695.jpg
2696,Maharashtra,snack,samosa,58,161.11,2.75,17.07,7.8,veg,fried,images/samosa_2696.jpg
2697,West Bengal,sweet,rasgulla,160,283.71,6.02,51.84,3.05,veg,syrup,images/rasgulla_2697.jpg
2698,Maharashtra,snack,samosa,94,237.73,4.4,27.64,13.98,veg,fried,images/samosa_2698.jpg
2699,Punjab,curry,paneer_butter_masala,251,570.68,20.52,25.06,44.78,veg,gravy,images/paneer_butter_masala_2699.jpg
2700,Odisha,sweet,chhena_poda,140,415.32,11.78,55.3,17.11,veg,baked,images/chhena_poda_2700.jpg
2701,Odisha,rice,pakhala,272,260.64,5.83,54.48,1.3,veg,fermented,images/pakhala_2701.jpg
2702,West Bengal,sweet,rasgulla,139,234.15,5.83,51.37,2.94,veg,syrup,images/rasgulla_2702.jpg
2703,Tamil Nadu,dosa,masala_dosa,207,367.9,8.94,65.08,12.6,veg,fried,images/masala_dosa_2703.jpg
2704,Punjab,curry,butter_chicken,158,355.54,21.99,9.76,28.89,nonveg,gravy,images/butter_chicken_2704.jpg
2706,Punjab,curry,paneer_butter_masala,244,539.58,18.01,22.52,46.0,veg,gravy,images/paneer_butter_masala_2706.jpg
2707,Tamil Nadu,idli,idli,165,169.66,4.66,34.45,1.52,veg,steamed,images/idli_2707.jpg
2709,West Bengal,sweet,rasgulla,122,225.4,4.96,43.93,2.44,veg,syrup,images/rasgulla_2709.jpg
2712,West Bengal,sweet,rasgulla,178,308.14,7.15,60.17,3.74,veg,syrup,images/rasgulla_2712.jpg
2714,Punjab,curry,paneer_butter_masala,225,496.24,17.57,21.94,39.08,veg,gravy,images/paneer_butter_masala_2714.jpg
2715,Tamil Nadu,idli,idli,90,96.47,2.54,19.54,0.91,veg,steamed,images/idli_2715.jpg
2716,Maharashtra,snack,samosa,114,298.4,5.74,33.56,16.14,veg,fried,images/samosa_2716.jpg
2717,Tamil Nadu,dosa,masala_dosa,134,229.72,5.52,39.35,7.65,veg,fried,images/masala_dosa_2717.jpg
2718,West Bengal,sweet,rasgulla,131,228.35,5.31,42.9,2.42,veg,syrup,images/rasgulla_2718.jpg
2719,Tamil Nadu,dosa,masala_dosa,156,270.22,6.06,44.22,9.32,veg,fried,images/masala_dosa_2719.jpg
2720,Maharashtra,snack,samosa,103,287.26,5.34,29.54,14.52,veg,fried,images/samosa_2720.jpg
2721,Telangana,biryani,chicken_biryani,417,781.67,28.91,105.0,31.65,nonveg,fried,images/chicken_biryani_2721.jpg
2722,Maharashtra,snack,samosa,67,165.53,3.31,19.77,8.99,veg,fried,images/samosa_2722.jpg
2723,West Bengal,sweet,rasgulla,105,194.47,4.02,35.44,1.99,veg,syrup,images/rasgulla_2723.jpg
2724,Odisha,dal,dalma,108,132.47,5.65,20.88,3.16,veg,boiled,images/dalma_2724.jpg
2725,Maharashtra,snack,samosa,125,337.18,6.44,39.54,18.09,veg,fried,images/samosa_2725.jpg
2726,Tamil Nadu,dosa,masala_dosa,234,417.51,9.54,64.95,13.97,veg,fried,images/masala_dosa_2726.jpg
2727,West Bengal,sweet,rasgulla,148,270.05,5.84,51.9,2.75,veg,syrup,images/rasgulla_2727.jpg
2728,Odisha,sweet,chhena_poda,91,296.93,7.3,35.61,10.57,veg,baked,images/chhena_poda_2728.jpg
2730,Maharashtra,snack,samosa,82,201.26,3.98,25.79,11.51,veg,fried,images/samosa_2730.jpg
2731,Tamil Nadu,dosa,masala_dosa,134,234.95,5.46,40.1,8.17,veg,fried,images/masala_dosa_2731.jpg
2732,Maharashtra,snack,samosa,113,301.71,5.53,31.93,16.09,veg,fried,images/samosa_2732.jpg
2733,Maharashtra,snack,samosa,50,132.43,2.44,14.14,6.44,veg,fried,images/samosa_2733.jpg
2734,Maharashtra,snack,samosa,68,187.93,3.37,20.35,9.2,veg,fried,images/samosa_2734.jpg
2735,West Bengal,sweet,rasgulla,83,139.76,3.25,27.47,1.62,veg,syrup,images/rasgulla_2735.jpg
2736,Tamil Nadu,idli,idli,172,193.03,4.98,35.99,1.74,veg,steamed,images/idli_2736.jpg
2737,West Bengal,sweet,rasgulla,58,97.91,2.49,19.95,1.16,veg,syrup,images/rasgulla_2737.jpg
2740,Punjab,curry,paneer_butter_masala,283,627.02,22.64,29.51,47.22,veg,gravy,images/paneer_butter_masala_2740.jpg
2741,Tamil Nadu,dosa,masala_dosa,231,414.35,9.8,66.48,13.87,veg,fried,images/masala_dosa_2741.jpg
2742,West Bengal,sweet,rasgulla,85,147.58,3.55,29.06,1.64,veg,syrup,images/rasgulla_2742.jpg
2743,Punjab,curry,paneer_butter_masala,212,461.53,17.21,21.6,37.2,veg,gravy,images/paneer_butter_masala_2743.jpg
2744,Punjab,curry,butter_chicken,237,591.05,33.71,15.16,40.74,nonveg,gravy,images/butter_chicken_2744.jpg
2745,Odisha,sweet,chhena_poda,100,307.88,7.48,37.04,12.5,veg,baked,images/chhena_poda_2745.jpg
2746,Odisha,rice,pakhala,178,166.04,3.57,36.35,0.82,veg,fermented,images/pakhala_2746.jpg
2747,Maharashtra,snack,samosa,64,163.11,2.95,18.0,8.75,veg,fried,images/samosa_2747.jpg
2748,Tamil Nadu,dosa,masala_dosa,158,287.33,6.6,47.98,9.25,veg,fried,images/masala_dosa_2748.jpg
2749,Odisha,dal,dalma,152,194.94,7.57,28.35,4.83,veg,boiled,images/dalma_2749.jpg
2750,Maharashtra,snack,samosa,107,257.57,5.31,30.0,14.91,veg,fried,images/samosa_2750.jpg
2752,Maharashtra,snack,samosa,148,393.92,6.84,45.22,20.09,veg,fried,images/samosa_2752.jpg
2753,Odisha,rice,pakhala,283,267.81,5.66,54.75,1.48,veg,fermented,images/pakhala_2753.jpg
2754,Punjab,curry,butter_chicken,298,727.77,47.59,19.11,54.94,nonveg,gravy,images/butter_chicken_2754.jpg
2755,Tamil Nadu,idli,idli,86,93.23,2.66,18.05,0.86,veg,steamed,images/idli_2755.jpg
2756,West Bengal,sweet,rasgulla,76,135.34,3.14,25.33,1.47,veg,syrup,images/rasgulla_2756.jpg
2757,Punjab,curry,butter_chicken,242,578.5,36.58,14.58,42.85,nonveg,gravy,images/butter_chicken_2757.jpg
2758,Punjab,curry,butter_chicken,172,426.95,26.26,10.7,31.67,nonveg,gravy,images/butter_chicken_2758.jpg
2760,Tamil Nadu,idli,idli,160,177.2,5.1,35.29,1.68,veg,steamed,images/idli_2760.jpg
2761,Punjab,curry,butter_chicken,202,505.52,28.39,12.98,35.24,nonveg,gravy,images/butter_chicken_2761.jpg
2763,Punjab,curry,butter_chicken,275,650.46,43.48,17.17,45.92,nonveg,gravy,images/butter_chicken_2763.jpg
2766,Odisha,sweet,chhena_poda,78,258.66,6.28,32.52,9.95,veg,baked,images/chhena_poda_2766.jpg
2767,Maharashtra,snack,samosa,132,325.77,6.95,38.62,17.79,veg,fried,images/samosa_2767.jpg
2768,West Bengal,sweet,rasgulla,81,140.54,3.1,29.05,1.55,veg,syrup,images/rasgulla_2768.jpg
2769,Odisha,dal,dalma,111,138.76,5.2,20.84,3.26,veg,boiled,images/dalma_2769.jpg
2770,Tamil Nadu,dosa,masala_dosa,168,271.12,6.97,49.18,10.57,veg,fried,images/masala_dosa_2770.jpg
2771,Maharashtra,snack,samosa,69,183.92,3.53,19.58,10.39,veg,fried,images/samosa_2771.jpg
2772,West Bengal,sweet,rasgulla,69,117.47,2.72,23.04,1.39,veg,syrup,images/rasgulla_2772.jpg
2773,West Bengal,sweet,rasgulla,150,262.82,6.38,49.02,2.96,veg,syrup,images/rasgulla_2773.jpg
2774,Punjab,curry,paneer_butter_masala,196,421.65,16.3,20.99,32.7,veg,gravy,images/paneer_butter_masala_2774.jpg
2776,Tamil Nadu,idli,idli,111,124.84,3.29,22.71,1.16,veg,steamed,images/idli_2776.jpg
2777,Maharashtra,snack,samosa,146,398.12,7.77,42.41,21.39,veg,fried,images/samosa_2777.jpg
2778,Odisha,rice,pakhala,184,156.39,3.84,36.33,0.88,veg,fermented,images/pakhala_2778.jpg
2779,Tamil Nadu,idli,idli,151,166.11,4.79,32.46,1.5,veg,steamed,images/idli_2779.jpg
2780,Tamil Nadu,idli,idli,127,140.54,4.03,26.7,1.18,veg,steamed,images/idli_2780.jpg
2781,Maharashtra,snack,samosa,97,245.94,4.81,30.01,14.06,veg,fried,images/samosa_2781.jpg
2784,Maharashtra,snack,samosa,59,154.53,3.16,16.4,8.88,veg,fried,images/samosa_2784.jpg
2785,Maharashtra,snack,samosa,115,321.44,6.18,32.76,17.11,veg,fried,images/samosa_2785.jpg
2786,Punjab,curry,butter_chicken,263,601.47,36.46,15.54,45.81,nonveg,gravy,images/butter_chicken_2786.jpg
2787,Tamil Nadu,dosa,masala_dosa,122,198.28,4.92,34.91,7.16,veg,fried,images/masala_dosa_2787.jpg
2788,Tamil Nadu,dosa,masala_dosa,176,318.51,6.68,52.15,10.09,veg,fried,images/masala_dosa_2788.jpg
2789,West Bengal,sweet,rasgulla,97,174.99,4.11,31.41,2.04,veg,syrup,images/rasgulla_2789.jpg
2790,Odisha,dal,dalma,138,167.12,6.88,24.76,3.9,veg,boiled,images/dalma_2790.jpg
2792,Maharashtra,snack,samosa,136,329.87,7.09,42.1,17.58,veg,fried,images/samosa_2792.jpg
2795,Punjab,curry,paneer_butter_masala,299,656.71,23.38,29.34,52.31,veg,gravy,images/paneer_butter_masala_2795.jpg
2797,Punjab,curry,butter_chicken,163,400.78,23.79,9.59,28.65,nonveg,gravy,images/butter_chicken_2797.jpg
2800,Odisha,rice,pakhala,233,221.01,4.59,44.76,1.18,veg,fermented,images/pakhala_2800.jpg
2801,Odisha,sweet,chhena_poda,56,189.13,4.75,21.14,7.23,veg,baked,images/chhena_poda_2801.jpg
2802,Punjab,curry,paneer_butter_masala,241,545.74,19.64,22.96,40.32,veg,gravy,images/paneer_butter_masala_2802.jpg
2803,Maharashtra,snack,samosa,80,216.11,4.11,24.0,11.79,veg,fried,images/samosa_2803.jpg
2804,Tamil Nadu,idli,idli,126,137.7,3.51,29.4,1.32,veg,steamed,images/idli_2804.jpg
2806,Tamil Nadu,idli,idli,83,87.23,2.46,18.3,0.84,veg,steamed,images/idli_2806.jpg
2807,Maharashtra,snack,samosa,111,301.93,5.29,33.4,15.06,veg,fried,images/samosa_2807.jpg
2808,Tamil Nadu,idli,idli,124,144.27,3.8,25.35,1.23,veg,steamed,images/idli_2808.jpg
2809,Odisha,rice,pakhala,166,139.45,3.2,32.19,0.89,veg,fermented,images/pakhala_2809.jpg
2810,West Bengal,sweet,rasgulla,197,359.73,7.72,67.57,4.07,veg,syrup,images/rasgulla_2810.jpg
2811,Odisha,dal,dalma,190,215.63,9.63,32.69,5.53,veg,boiled,images/dalma_2811.jpg
2812,Punjab,curry,butter_chicken,225,537.82,35.77,13.71,41.39,nonveg,gravy,images/butter_chicken_2812.jpg
2813,Maharashtra,snack,samosa,56,135.89,2.61,16.24,7.79,veg,fried,images/samosa_2813.jpg
2814,West Bengal,sweet,rasgulla,153,290.85,6.22,52.75,3.09,veg,syrup,images/rasgulla_2814.jpg
2816,West Bengal,sweet,rasgulla,79,150.03,3.37,26.85,1.56,veg,syrup,images/rasgulla_2816.jpg
2817,Maharashtra,snack,samosa,91,230.72,4.33,29.12,12.14,veg,fried,images/samosa_2817.jpg
2818,Tamil Nadu,idli,idli,185,209.93,5.47,38.38,1.77,veg,steamed,images/idli_2818.jpg
2820,Maharashtra,snack,samosa,145,406.08,7.16,45.52,19.85,veg,fried,images/samosa_2820.jpg
2822,Punjab,curry,butter_chicken,228,546.79,33.28,14.45,42.75,nonveg,gravy,images/butter_chicken_2822.jpg
2823,Punjab,curry,butter_chicken,150,377.34,22.65,9.67,26.96,nonveg,gravy,images/butter_chicken_2823.jpg
2824,Odisha,rice,pakhala,268,243.47,5.58,56.67,1.43,veg,fermented,images/pakhala_2824.jpg
2825,Odisha,sweet,chhena_poda,162,486.15,12.76,65.54,18.98,veg,baked,images/chhena_poda_2825.jpg
2827,West Bengal,sweet,rasgulla,96,162.58,3.97,32.53,1.97,veg,syrup,images/rasgulla_2827.jpg
2828,Odisha,rice,pakhala,223,212.11,4.55,41.8,1.06,veg,fermented,images/pakhala_2828.jpg
2830,Odisha,rice,pakhala,199,192.91,4.29,42.42,1.04,veg,fermented,images/pakhala_2830.jpg
2831,Tamil Nadu,idli,idli,83,84.35,2.57,18.82,0.84,veg,steamed,images/idli_2831.jpg
2832,West Bengal,sweet,rasgulla,181,328.0,7.14,61.47,3.51,veg,syrup,images/rasgulla_2832.jpg
2833,Odisha,dal,dalma,151,184.06,7.18,27.69,4.39,veg,boiled,images/dalma_2833.jpg
2834,Punjab,curry,paneer_butter_masala,268,634.36,22.0,24.7,51.3,veg,gravy,images/paneer_butter_masala_2834.jpg
2835,Tamil Nadu,dosa,masala_dosa,240,432.93,10.04,76.27,14.25,veg,fried,images/masala_dosa_2835.jpg
2836,Punjab,curry,paneer_butter_masala,173,386.41,14.37,18.43,31.41,veg,gravy,images/paneer_butter_masala_2836.jpg
2837,Maharashtra,snack,samosa,107,286.71,4.99,30.03,14.24,veg,fried,images/samosa_2837.jpg
2838,Maharashtra,snack,samosa,85,214.13,4.59,24.99,12.68,veg,fried,images/samosa_2838.jpg
2839,Odisha,dal,dalma,241,293.57,12.03,44.87,6.93,veg,boiled,images/dalma_2839.jpg
2840,Maharashtra,snack,samosa,125,316.63,6.66,34.88,17.22,veg,fried,images/samosa_2840.jpg
2841,Odisha,sweet,chhena_poda,158,483.18,12.37,63.99,19.09,veg,baked,images/chhena_poda_2841.jpg
2842,Tamil Nadu,idli,idli,197,217.82,5.9,42.21,2.02,veg,steamed,images/idli_2842.jpg
2843,Maharashtra,snack,samosa,51,130.98,2.72,15.09,7.63,veg,fried,images/samosa_2843.jpg
2844,Maharashtra,snack,samosa,76,193.59,3.99,23.52,10.63,veg,fried,images/samosa_2844.jpg
2845,Tamil Nadu,dosa,masala_dosa,212,358.46,8.31,59.36,11.99,veg,fried,images/masala_dosa_2845.jpg
2846,Odisha,rice,pakhala,229,220.26,4.58,49.24,1.14,veg,fermented,images/pakhala_2846.jpg
2847,Punjab,curry,paneer_butter_masala,226,495.04,18.0,21.99,42.15,veg,gravy,images/paneer_butter_masala_2847.jpg
2850,Odisha,dal,dalma,186,238.92,9.17,32.88,5.35,veg,boiled,images/dalma_2850.jpg
2852,Tamil Nadu,idli,idli,147,152.85,4.12,30.89,1.45,veg,steamed,images/idli_2852.jpg
2853,Odisha,dal,dalma,120,140.61,5.88,23.01,3.56,veg,boiled,images/dalma_2853.jpg
2854,Odisha,dal,dalma,246,275.29,11.81,47.24,7.23,veg,boiled,images/dalma_2854.jpg
2855,Tamil Nadu,dosa,masala_dosa,162,292.51,6.3,50.93,9.19,veg,fried,images/masala_dosa_2855.jpg
2856,Maharashtra,snack,samosa,126,330.54,6.05,35.22,16.54,veg,fried,images/samosa_2856.jpg
2859,Punjab,curry,paneer_butter_masala,236,554.1,19.54,24.45,41.89,veg,gravy,images/paneer_butter_masala_2859.jpg
2861,Odisha,sweet,chhena_poda,194,603.0,15.26,76.47,24.06,veg,baked,images/chhena_poda_2861.jpg
2862,Maharashtra,snack,samosa,101,252.44,5.26,30.06,14.04,veg,fried,images/samosa_2862.jpg
2863,Tamil Nadu,idli,idli,136,145.82,4.16,30.32,1.38,veg,steamed,images/idli_2863.jpg
2864,Maharashtra,snack,samosa,130,317.32,6.54,37.42,17.89,veg,fried,images/samosa_2864.jpg
2867,Odisha,sweet,chhena_poda,82,255.85,6.31,31.0,10.54,veg,baked,images/chhena_poda_2867.jpg
2868,Maharashtra,snack,samosa,107,296.09,5.39,33.16,14.99,veg,fried,images/samosa_2868.jpg
2869,Odisha,rice,pakhala,250,207.71,5.32,50.28,1.16,veg,fermented,images/pakhala_2869.jpg
2870,Punjab,curry,butter_chicken,227,545.04,34.71,13.25,40.43,nonveg,gravy,images/butter_chicken_2870.jpg
2871,Punjab,curry,paneer_butter_masala,231,505.44,19.46,22.96,41.6,veg,gravy,images/paneer_butter_masala_2871.jpg
2872,West Bengal,sweet,rasgulla,98,168.23,4.23,36.72,1.81,veg,syrup,images/rasgulla_2872.jpg
2873,Telangana,biryani,chicken_biryani,237,450.08,17.29,56.86,18.15,nonveg,fried,images/chicken_biryani_2873.jpg
2874,Telangana,biryani,chicken_biryani,279,535.64,19.42,70.32,21.12,nonveg,fried,images/chicken_biryani_2874.jpg
2876,Punjab,curry,butter_chicken,188,449.95,25.95,11.07,33.11,nonveg,gravy,images/butter_chicken_2876.jpg
2877,Punjab,curry,paneer_butter_masala,161,356.99,13.71,15.69,27.46,veg,gravy,images/paneer_butter_masala_2877.jpg
2878,Maharashtra,snack,samosa,114,278.52,5.79,35.57,15.99,veg,fried,images/samosa_2878.jpg
2880,Punjab,curry,butter_chicken,159,411.48,22.4,8.92,27.26,nonveg,gravy,images/butter_chicken_2880.jpg
2881,Punjab,curry,paneer_butter_masala,189,433.64,15.09,19.97,31.73,veg,gravy,images/paneer_butter_masala_2881.jpg
2882,Odisha,dal,dalma,173,203.28,9.08,28.83,4.85,veg,boiled,images/dalma_2882.jpg
2883,West Bengal,sweet,rasgulla,156,290.17,6.0,54.23,2.99,veg,syrup,images/rasgulla_2883.jpg
2884,West Bengal,sweet,rasgulla,176,303.72,6.59,65.23,3.37,veg,syrup,images/rasgulla_2884.jpg
2886,West Bengal,sweet,rasgulla,185,325.72,7.7,60.8,3.5,veg,syrup,images/rasgulla_2886.jpg
2887,West Bengal,sweet,rasgulla,110,212.04,4.47,36.28,2.36,veg,syrup,images/rasgulla_2887.jpg
2888,West Bengal,sweet,rasgulla,169,288.8,6.62,60.9,3.18,veg,syrup,images/rasgulla_2888.jpg
2889,Punjab,curry,paneer_butter_masala,239,529.56,19.76,25.16,43.36,veg,gravy,images/paneer_butter_masala_2889.jpg
2890,West Bengal,sweet,rasgulla,98,189.83,4.17,35.8,1.85,veg,syrup,images/rasgulla_2890.jpg
2891,Tamil Nadu,idli,idli,140,165.3,3.88,30.78,1.47,veg,steamed,images/idli_2891.jpg
2892,Tamil Nadu,dosa,masala_dosa,207,347.94,8.82,60.15,13.04,veg,fried,images/masala_dosa_2892.jpg
2893,Tamil Nadu,idli,idli,161,166.52,4.75,36.74,1.71,veg,steamed,images/idli_2893.jpg
2895,West Bengal,sweet,rasgulla,97,186.13,3.97,36.08,1.9,veg,syrup,images/rasgulla_2895.jpg
2896,West Bengal,sweet,rasgulla,89,169.2,3.66,33.15,1.75,veg,syrup,images/rasgulla_2896.jpg
